type,text
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,I'm on the bus. Love you
ham,So how many days since then?
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham,"Sir, i am waiting for your call, once free please call me."
ham,God bless.get good sleep my dear...i will pray!
ham,I'm at work. Please call
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Ard 530 lor. I ok then message u lor.
ham,Have you heard from this week?
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,U can call now...
ham,"idc get over here, you are not weaseling your way out of this twice in a row"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied Boost is d secret of my energy n instantly d girl shouted our energy n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,Goodmorning sleeping ga.
ham,"Storming msg: Wen u lift d phne, u say HELLO Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... I want you ... I need you ... I crave you .
ham,Umma my life and vava umma love you lot dear
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Will be office around 4 pm. Now i am going hospital.
ham,I want to go to perumbavoor
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Did you stitch his trouser
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,At home also.
ham,"Not sure yet, still trying to get a hold of him"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,India have to take lead:)
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
ham,Ok try to do week end course in coimbatore.
ham,Is that what time you want me to come?
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied Boost is d secret of my energy n instantly d girl shouted our energy n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,#  great loxahatchee xmas tree burning update: you can totally see stars here
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,I don't know about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...& Traditions.... Have an ideal Christmas..."
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,Mmmm.... I cant wait to lick it!
ham,What is this 'hex' place you talk of? Explain!
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Nothing spl..wat abt u and whr ru?
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Oh wow thats gay. Will firmware update help
ham,Sorry that was my uncle. I.ll keep in touch
ham,Ok lor u reaching then message me.
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
ham,Do you know where my lab goggles went
ham,"I know where the  #  is, I'll be there around 5"
ham,Where's my boytoy? I miss you ... What happened?
ham,"Sorry, I'll call later  # mins"
ham,Meet after lunch la...
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,The evo. I just had to download flash. Jealous?
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,Pls pls find out from aunt nike.
ham,Still i have not checked it da. . .
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,And he's apparently bffs with carly quick now
ham,U know we watchin at lido?
ham,At 7 we will go ok na.
ham,If we win its really no 1 side for long time.
ham,Booked ticket for pongal?
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,Hope you are having a good week. Just checking in
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,"Text me when you get off, don't call, my phones having problems"
ham,Oh is it! Which brand?
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,"Well, I meant as opposed to my drunken night of before"
ham,Id onluy matters when getting on from offcampus
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
ham,No message..no responce..what happend?
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,Customer place i will call you.
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,I'm aight. Wat's happening on your side.
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,First answer my question.
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,How much is blackberry bold2 in nigeria.
ham,Really good:)dhanush rocks once again:)
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,it's really getting me down just hanging around.
spam,You have 1 new message. Call 0207-083-6089
ham,I sent them. Do you like?
ham,Depends on where u going lor.
ham,I.ll hand her my phone to chat wit u
ham,Loosu go to hospital. De dont let it careless.
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,And several to you sir.
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or Hoody wallpaper-all 4 FREE!"
ham,I doubt you could handle 5 times per night in any case...
ham,I will vote for wherever my heart guides me
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,"So check your errors and if you had difficulties, do correction."
ham,Thinkin about someone is all good. No drugs for that
ham,Lol ok. I'll snatch her purse too.
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,That's my honeymoon outfit. :)
ham,Hey we can go jazz power yoga hip hop kb and yogasana 
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some stuff with my credit card"
ham,Are you still getting the goods.
ham,I notice you like looking in the mirror youre turning into a right freak
ham,u eatin later but i'm eatin wif my frens now lei... u going home first? 
ham,Becoz its  #  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
ham,"Aight, you close by or still down around alex's place?"
ham,Dunno he jus say go lido. Same time 930.
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
